,Country,Clo,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
3846,China,0.77,32.4,0.07,19523,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,25.1,77.2,13.78,26.0,79.0,Database 2
3847,China,0.93,32.4,0.07,19524,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,25.1,77.2,13.78,26.0,79.0,Database 2
3848,China,0.95,32.4,0.07,19525,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,25.1,77.2,13.78,26.0,79.0,Database 2
3849,China,0.51,31.3,0.1,19526,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,24.8,76.6,19.69,26.0,79.0,Database 2
3850,China,0.71,31.5,0.09,19527,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-2.0,5.0,25.1,77.2,17.72,26.0,79.0,Database 2
3851,China,0.94,31.0,0.15,19528,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,25.3,77.5,29.53,26.0,79.0,Database 2
3852,China,0.74,34.5,0.24,19529,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,23.0,73.4,47.24,26.0,79.0,Database 2
3853,China,0.94,33.1,0.22,19530,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,22.8,73.0,43.31,26.0,79.0,Database 2
3854,China,0.95,33.7,0.21,19531,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,22.9,73.2,41.34,26.0,79.0,Database 2
3855,China,0.58,34.5,0.24,19532,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,47.24,26.0,79.0,Database 2
3856,China,0.72,33.1,0.22,19533,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,22.8,73.0,43.31,26.0,79.0,Database 2
3857,China,1.38,33.1,0.22,19534,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.8,73.0,43.31,26.0,79.0,Database 2
3858,China,0.95,34.1,0.23,19535,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,23.3,73.9,45.28,26.0,79.0,Database 2
3859,China,0.8,34.1,0.23,19536,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,23.3,73.9,45.28,26.0,79.0,Database 2
3860,China,0.68,34.1,0.23,19537,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.3,73.9,45.28,26.0,79.0,Database 2
3861,China,0.82,34.1,0.23,19538,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.3,73.9,45.28,26.0,79.0,Database 2
3862,China,0.72,32.4,0.26,19539,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.0,73.4,51.18,26.0,79.0,Database 2
3863,China,0.62,32.4,0.26,19540,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.0,73.4,51.18,26.0,79.0,Database 2
3864,China,0.75,32.4,0.26,19541,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.0,73.4,51.18,26.0,79.0,Database 2
3865,China,0.7,33.5,0.15,19542,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.3,73.9,29.53,26.0,79.0,Database 2
3866,China,0.75,33.5,0.15,19543,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.3,73.9,29.53,26.0,79.0,Database 2
3867,China,0.81,33.1,0.22,19544,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,22.8,73.0,43.31,26.0,79.0,Database 2
3868,China,0.59,32.4,0.26,19545,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,51.18,26.0,79.0,Database 2
3869,China,0.38,25.6,0.4,19546,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.3,70.3,78.74,26.0,79.0,Database 2
3870,China,1.06,25.6,0.4,19547,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.3,70.3,78.74,26.0,79.0,Database 2
3871,China,0.93,25.6,0.4,19548,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.3,70.3,78.74,26.0,79.0,Database 2
3872,China,0.53,25.0,0.16,19549,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.3,70.3,31.5,26.0,79.0,Database 2
3873,China,0.59,24.5,0.15,19550,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,21.5,70.7,29.53,26.0,79.0,Database 2
3874,China,0.54,26.1,0.18,19551,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.5,70.7,35.43,26.0,79.0,Database 2
3875,China,0.73,26.1,0.18,19552,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.5,70.7,35.43,26.0,79.0,Database 2
3876,China,1.06,24.5,0.15,19553,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-2.0,5.0,21.5,70.7,29.53,26.0,79.0,Database 2
3877,China,0.79,24.5,0.15,19554,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.5,70.7,29.53,26.0,79.0,Database 2
3878,China,0.63,24.7,0.2,19555,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,21.3,70.3,39.37,26.0,79.0,Database 2
3879,China,0.85,24.7,0.2,19556,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,21.3,70.3,39.37,26.0,79.0,Database 2
3880,China,0.9,26.2,0.11,19557,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,21.65,26.0,79.0,Database 2
3881,China,0.54,26.2,0.11,19558,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,21.65,26.0,79.0,Database 2
3882,China,1.01,26.8,0.15,19559,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.9,73.2,29.53,26.0,79.0,Database 2
3883,China,0.53,26.2,0.11,19560,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,23.0,73.4,21.65,26.0,79.0,Database 2
3884,China,0.75,26.8,0.15,19561,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.9,73.2,29.53,26.0,79.0,Database 2
3885,China,0.91,27.8,0.2,19562,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.9,73.2,39.37,26.0,79.0,Database 2
3886,China,0.84,27.0,0.19,19563,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.2,73.8,37.4,26.0,79.0,Database 2
3887,China,0.36,27.0,0.19,19564,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.2,73.8,37.4,26.0,79.0,Database 2
3888,China,0.75,27.0,0.19,19565,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,23.2,73.8,37.4,26.0,79.0,Database 2
3889,China,1.14,28.0,0.14,19566,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.3,73.9,27.56,26.0,79.0,Database 2
3890,China,0.68,30.6,0.1,19567,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.4,74.1,19.69,26.0,79.0,Database 2
3891,China,0.46,30.6,0.1,19568,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.4,74.1,19.69,26.0,79.0,Database 2
3892,China,0.62,30.4,0.18,19569,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,23.3,73.9,35.43,26.0,79.0,Database 2
3893,China,0.6,29.0,0.08,19570,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.1,73.6,15.75,26.0,79.0,Database 2
3894,China,1.06,30.6,0.1,19571,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,23.4,74.1,19.69,26.0,79.0,Database 2
3895,China,0.72,30.6,0.1,19572,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.4,74.1,19.69,26.0,79.0,Database 2
3896,China,0.45,39.2,0.12,19573,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.6,74.5,23.62,26.0,79.0,Database 2
