City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,1,1.44,24.3,26.3,35,15.1,0.59,2.1,2
Lyon,France,31,1,1.5,24.7,27.5,30.9,15.1,0.56,1.3,-1
Lyon,France,31,2,1.33,24.8,27.7,20,15.1,0.77,1.3,0
Lyon,France,31,2,1.38,25.3,27.8,25.2,15.1,0.76,1.4,2
Lyon,France,31,2,0.05,23.2,24.8,38.2,13.4,0.74,1.4,-1
Lyon,France,31,2,0.03,24.3,25.7,34.9,13.4,0.62,1.4,0
Lyon,France,31,2,0.04,23.4,25.1,38.8,13.4,0.78,1.3,0
Lyon,France,31,1,0.04,22.3,24.6,39.7,13.4,0.97,1.4,-1
Lyon,France,31,1,0.03,23.6,25,36.2,13.4,1.07,1.2,0
Lyon,France,31,2,0.03,23.4,25,35.5,13.4,0.7,1.3,-1
Lyon,France,31,1,0.03,23.9,24.5,40.6,13.3,0.98,1.3,0
Lyon,France,31,2,0.06,24.1,24.8,39.6,13.3,0.73,1.2,-1
Lyon,France,31,1,0.04,25,25.5,35.8,13.3,0.45,1.8,2
Lyon,France,31,2,0.04,24.8,25.7,35.3,13.3,0.56,1.3,2
Lyon,France,31,2,0.04,24.6,25.6,35.9,13.3,0.87,1.2,0
Lyon,France,31,2,0.08,24.7,26,35.5,13.3,0.82,1.9,0
Lyon,France,31,1,0.03,24.4,25.4,38.7,13.3,1.14,1.6,1
Lyon,France,31,2,0.06,25.2,25.9,34.7,13.3,0.97,1.3,1
Lyon,France,31,2,0.08,25.4,26.3,36.7,13.3,0.68,1.2,0
Lyon,France,31,2,0.04,24.4,24.8,42.7,13.3,0.89,1.2,0
Lyon,France,31,1,0.07,24.5,25.7,42.7,13.3,0.8,1.7,0
Lyon,France,31,1,0.02,24,24.7,49.5,13.3,1.03,1.2,1
Lyon,France,31,1,0.03,26.4,26.5,39.9,13.3,0.73,1,1
Lyon,France,31,1,0.06,26.8,27.1,40,13.3,0.73,1.2,1
Lyon,France,31,1,0.04,24.4,25.6,45.4,13.3,0.67,1.2,0
Lyon,France,31,1,0.05,26.3,26.7,41.9,13.3,0.57,1.2,0
Lyon,France,31,1,0.06,26.4,27.1,42.6,13.3,0.58,1.3,0
Lyon,France,31,2,0.09,26.9,27.8,40,13.3,0.64,1.2,0
Lyon,France,31,1,0.09,26.1,28.1,42.2,13.3,0.52,1.4,1
Lyon,France,31,2,0.05,26.4,27.6,41.2,13.3,0.67,1,2
Lyon,France,31,1,0.09,26.6,27.8,42.2,13.3,0.85,1.3,2
Lyon,France,31,1,0.08,26.2,27.8,44,13.3,0.75,1.8,2
Lyon,France,31,1,0.03,25.4,27.4,43.7,13.3,0.9,1.8,1
Lyon,France,31,2,0.04,25.8,27.7,44.1,13.3,0.62,1.3,1
Lyon,France,31,1,0.05,26.6,27.6,41.1,13.3,0.61,1.4,2
Lyon,France,31,1,0.02,22,23.2,51.1,13.3,0.56,1.2,-1
Lyon,France,31,1,0.02,22.3,23.7,50.8,13.3,0.54,2.6,-1
Lyon,France,31,1,0.04,26.4,23.8,38.9,13.3,0.8,1.3,1
Lyon,France,31,2,0.04,24.2,25.3,44.7,13.3,0.56,1.3,0
Lyon,France,31,1,0.04,22.2,24.6,50.5,13.3,0.68,1,-1
Lyon,France,31,2,0.02,23.9,25,46.5,13.3,0.58,1.6,0
Lyon,France,31,2,0.04,24.1,25.7,43.2,13.3,0.72,1.5,0
Lyon,France,31,1,0.04,23.6,25.7,46.8,13.3,0.47,1.5,-1
Lyon,France,31,1,0.02,24.7,25.8,43.4,13.3,0.84,1.6,0
Lyon,France,31,1,0.07,24.5,26,42.5,13.3,0.62,1.1,1
Lyon,France,31,2,0.1,24.9,26.9,37.2,13.3,0.74,1.1,0
Lyon,France,31,1,0.03,23.2,25.5,46.3,13.3,0.76,1.9,0
Lyon,France,31,1,0.05,25.4,26.7,42.8,13.3,0.52,1.4,1
Lyon,France,31,1,0.08,24.5,26.3,39.7,13.3,0.64,1.2,-1
Lyon,France,31,1,0.02,26.1,27.5,38.2,13.3,0.68,1.1,1
Lyon,France,31,1,0.02,26.8,28.2,35.4,13.3,0.57,1.1,2
Lyon,France,31,1,0.16,24.4,27.1,36.6,13.3,0.98,1.5,1
Lyon,France,31,1,0.03,24.2,24.8,51.5,16.6,0.57,1.2,-1
Lyon,France,31,1,0.04,24.7,26,49.9,16.6,0.85,1.3,-1
Lyon,France,31,2,0.08,24.1,25.3,53.4,16.6,0.78,1,-1
Lyon,France,31,1,0.06,24.2,25.1,54.9,16.6,0.65,1.2,2
Lyon,France,31,2,0.03,24.9,25.8,51.7,16.6,0.59,1.2,1
Lyon,France,31,2,0.07,25.3,26.1,50.7,16.6,0.47,1.2,2
Lyon,France,31,1,0.05,24.3,25.6,48.7,16.6,0.58,1.5,-1
Lyon,France,31,1,0.04,25.6,26,55.1,22.2,0.6,1.3,-1
Lyon,France,31,1,0.06,22.1,24,57.8,22.2,0.51,1.6,0
Lyon,France,31,1,0.03,22.9,23.6,55.1,22.2,0.59,1.4,0
Lyon,France,31,1,0.06,25.4,25.8,46.1,22.2,0.58,1,1
Lyon,France,31,1,0.03,24.6,26.6,47.2,22.2,0.5,1.4,1
Lyon,France,31,2,0.13,26.1,27,43.1,22.2,0.36,1.4,0
Lyon,France,31,2,0.08,26.8,27.8,40.6,22.2,0.63,1.8,1
Lyon,France,31,2,0.16,26.7,28.4,40.2,22.2,0.6,1.2,1
Lyon,France,31,2,0.04,27.1,27.4,41.5,22.2,0.61,1.5,2
Lyon,France,31,1,0.09,27.7,28.6,35.9,22.2,0.57,1.2,2
